ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_volume_1430,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r
300834.SZ,2025-10-21,gaps up,skipped,volume_rule;reversal_rule,2025-10-22,2025-10-22 14:30:00,22.57,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-22,2025-10-22 14:30:00,22.57,22.38,22.89,22.65,22.46,22.89,564255.0,676329.0,0.18604651162790314,False,False,True,0.08000000000000185,,
000637.SZ,2025-10-22,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,4.68,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,4.68,4.73,5.17,5.2,4.77,5.2,123397610.0,67906578.0,17.333333333333204,False,False,False,0.03999999999999915,,
000928.SZ,2025-10-22,gaps up,skipped,reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,6.75,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,6.75,6.63,7.16,6.83,6.79,7.21,134621724.0,83801176.0,0.1904761904761907,False,False,False,0.16000000000000014,,
002588.SZ,2025-10-22,gaps up,skipped,reversal_rule,2025-10-23,2025-10-23 14:30:00,9.62,,,,,,,,,,,,,,False,reversal_rule,2025-10-23,2025-10-23 14:30:00,9.62,9.18,9.41,9.54,9.38,9.75,28374683.0,14456900.0,0.0,False,False,True,0.20000000000000107,,
300557.SZ,2025-10-22,gaps up,skipped,pullback_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,29.87,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,29.87,30.64,32.59,31.56,31.0,34.23,22932110.0,13637205.0,0.5232198142414859,True,False,False,0.35999999999999943,,
600185.SH,2025-10-22,gaps up,skipped,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,6.77,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,6.77,6.29,6.88,6.88,6.88,6.88,18878019.0,173471393.0,110000.00000000032,True,False,True,0.5899999999999999,,
600871.SH,2025-10-22,gaps up,skipped,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,2.48,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,2.48,2.3,2.45,2.53,2.38,2.53,594099041.0,839345515.0,0.6250000000000007,False,True,True,0.08000000000000007,,
000852.SZ,2025-10-23,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,8.41,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,8.41,8.49,9.34,9.34,8.96,9.34,269767630.0,154220840.0,2.447368421052637,False,False,False,0.47000000000000064,,
002243.SZ,2025-10-23,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.49,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.49,9.18,9.93,9.93,9.58,9.93,97834879.0,81184744.0,1.257142857142857,False,False,True,0.40000000000000036,,
002337.SZ,2025-10-23,gaps up,skipped,pullback_rule;volume_rule,2025-10-24,2025-10-24 14:30:00,6.86,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-24,2025-10-24 14:30:00,6.86,6.38,6.64,7.02,6.64,7.02,85990409.0,129477834.0,0.4210526315789455,False,True,True,0.2599999999999998,,
600938.SH,2025-10-23,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,27.37,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,27.37,27.19,27.45,27.49,27.21,27.7,64651548.0,45858143.0,3.0,False,False,False,0.019999999999999574,,
601857.SH,2025-10-23,gaps up,skipped,pullback_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.05,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.05,8.91,8.92,9.18,8.92,9.18,231989691.0,151900409.0,0.49999999999999656,False,False,True,0.009999999999999787,,
001218.SZ,2025-10-24,gaps up,skipped,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,24.55,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,24.55,22.24,23.76,23.78,23.28,24.45,8752206.0,8630955.0,0.0,False,False,True,1.0400000000000027,,
002151.SZ,2025-10-24,gaps up,skipped,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,30.5,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,30.5,29.2,29.3,29.99,29.28,30.26,16087133.0,16193816.0,0.0,False,False,True,0.08000000000000185,,
002454.SZ,2025-10-24,gaps up,skipped,pullback_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,8.62,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,8.62,8.5,8.74,8.95,8.66,9.05,22526985.0,12122632.0,1.5714285714285787,False,False,True,0.16000000000000014,,
300739.SZ,2025-10-24,gaps up,skipped,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,16.56,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,16.56,15.79,15.95,16.28,15.82,16.29,8556325.0,9450429.0,0.0,False,False,True,0.030000000000001137,,
600710.SH,2025-10-24,gaps up,skipped,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,10.64,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,10.64,10.21,10.5,10.42,10.25,10.75,30260669.0,23018773.0,0.0,False,False,True,0.03999999999999915,,
603160.SH,2025-10-24,gaps up,skipped,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,86.37,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,86.37,76.59,78.43,84.17,78.43,84.17,19471002.0,25590384.0,0.0,False,False,True,1.8400000000000034,,
603856.SH,2025-10-24,gaps up,skipped,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,12.65,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,12.65,12.15,12.23,12.69,12.19,12.89,12400882.0,9020353.0,0.08695652173912875,False,False,True,0.03999999999999915,,
000543.SZ,2025-10-27,gaps up,skipped,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,8.64,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,8.64,7.89,8.2,8.65,8.17,8.65,101215520.0,153402824.0,0.022222222222221696,False,False,True,0.28000000000000025,,
002378.SZ,2025-10-27,gaps up,skipped,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,13.22,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,13.22,12.47,12.6,13.1,12.54,13.3,71258926.0,85507047.0,0.0,False,False,True,0.06999999999999851,,
002690.SZ,2025-10-27,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-28,2025-10-28 14:30:00,20.2,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-28,2025-10-28 14:30:00,20.2,20.29,20.66,20.88,20.65,21.59,13940225.0,9751559.0,3.0909090909091055,False,False,False,0.35999999999999943,,
300054.SZ,2025-10-27,gaps up,skipped,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,36.18,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,36.18,34.71,35.96,35.5,35.0,36.95,28595067.0,22262380.0,0.0,False,False,True,0.28999999999999915,,
301097.SZ,2025-10-27,gaps up,skipped,volume_rule,2025-10-28,2025-10-28 14:30:00,56.48,,,,,,,,,,,,,,False,volume_rule,2025-10-28,2025-10-28 14:30:00,56.48,47.0,49.37,55.75,49.0,55.75,6494481.0,6132857.0,0.0,False,True,True,2.0,,
301287.SZ,2025-10-27,gaps up,skipped,pullback_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,40.85,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,40.85,40.0,40.43,41.25,40.11,41.34,1617964.0,1050434.0,0.4878048780487786,False,False,True,0.10999999999999943,,
600801.SH,2025-10-27,gaps up,skipped,pullback_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,21.46,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,21.46,20.79,22.73,22.29,21.29,22.73,41904154.0,22921334.0,0.5763888888888872,False,False,True,0.5,,
600805.SH,2025-10-27,gaps up,skipped,reversal_rule;gap_fill_rule,2025-10-28,2025-10-28 14:30:00,5.44,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-10-28,2025-10-28 14:30:00,5.44,5.34,5.56,5.45,5.4,5.67,64302489.0,28562614.0,0.037037037037036306,False,False,False,0.0600000000000005,,
000421.SZ,2025-10-28,gaps up,skipped,volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,7.49,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,7.49,6.72,7.11,7.33,7.07,7.33,32293301.0,87480416.0,0.0,False,False,True,0.35000000000000053,,
300219.SZ,2025-10-28,gaps up,skipped,volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,7.6,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,7.6,7.3,7.67,7.55,7.48,7.75,63554995.0,45383482.0,0.0,False,False,True,0.1800000000000006,,
300771.SZ,2025-10-28,gaps up,skipped,volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,14.17,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,14.17,13.44,13.63,13.91,13.63,14.68,32929187.0,25788280.0,0.0,False,False,True,0.19000000000000128,,
301170.SZ,2025-10-28,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-29,2025-10-29 14:30:00,28.09,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-29,2025-10-29 14:30:00,28.09,28.01,28.11,28.35,28.02,28.64,1476600.0,1284500.0,1.0833333333333308,False,False,False,0.00999999999999801,,
301223.SZ,2025-10-28,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,18.52,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,18.52,18.32,18.5,18.83,18.42,18.86,4099223.0,3109248.0,0.9393939393939403,False,False,True,0.10000000000000142,,
600029.SH,2025-10-28,gaps up,skipped,volume_rule;reversal_rule;gap_fill_rule,2025-10-29,2025-10-29 14:30:00,6.77,,,,,,,,,,,,,,False,volume_rule;reversal_rule;gap_fill_rule,2025-10-29,2025-10-29 14:30:00,6.77,6.65,6.7,6.7,6.66,6.86,83067173.0,56733809.0,0.0,False,False,False,0.009999999999999787,,
600195.SH,2025-10-28,gaps up,skipped,pullback_rule,2025-10-29,2025-10-29 14:30:00,7.68,,,,,,,,,,,,,,False,pullback_rule,2025-10-29,2025-10-29 14:30:00,7.68,7.47,7.59,7.78,7.57,7.84,30833540.0,12445936.0,0.526315789473686,True,False,True,0.10000000000000053,,
600269.SH,2025-10-28,gaps up,skipped,pullback_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,5.4,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,5.4,5.19,5.3,5.45,5.28,5.58,100854752.0,36959237.0,0.33333333333333137,False,False,True,0.08999999999999986,,
600346.SH,2025-10-28,gaps up,skipped,volume_rule;reversal_rule;gap_fill_rule,2025-10-29,2025-10-29 14:30:00,17.83,,,,,,,,,,,,,,False,volume_rule;reversal_rule;gap_fill_rule,2025-10-29,2025-10-29 14:30:00,17.83,17.14,17.25,17.31,17.25,17.8,25989659.0,28552324.0,0.0,False,False,False,0.10999999999999943,,
600361.SH,2025-10-28,gaps up,skipped,volume_rule,2025-10-29,2025-10-29 14:30:00,4.57,,,,,,,,,,,,,,False,volume_rule,2025-10-29,2025-10-29 14:30:00,4.57,4.35,4.44,4.41,4.4,4.57,160594328.0,108469700.0,0.0,False,True,True,0.05000000000000071,,
001288.SZ,2025-10-29,gaps up,skipped,reversal_rule;gap_fill_rule,2025-10-30,2025-10-30 14:30:00,29.93,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-10-30,2025-10-30 14:30:00,29.93,29.61,29.82,29.81,29.66,31.5,11867811.0,6815901.0,0.0,False,False,False,0.05000000000000071,,
002004.SZ,2025-10-29,gaps up,skipped,volume_rule;reversal_rule;gap_fill_rule,2025-10-30,2025-10-30 14:30:00,4.92,,,,,,,,,,,,,,False,volume_rule;reversal_rule;gap_fill_rule,2025-10-30,2025-10-30 14:30:00,4.92,4.9,5.0,4.95,4.91,5.02,42054602.0,44641003.0,0.27272727272727637,False,False,False,0.009999999999999787,,
002552.SZ,2025-10-29,gaps up,skipped,pullback_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,15.98,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,15.98,15.7,16.11,16.22,15.8,16.3,13836978.0,8380019.0,2.181818181818179,False,False,True,0.10000000000000142,,
300140.SZ,2025-10-29,gaps up,skipped,reversal_rule,2025-10-30,2025-10-30 14:30:00,6.23,,,,,,,,,,,,,,False,reversal_rule,2025-10-30,2025-10-30 14:30:00,6.23,5.98,6.08,6.23,6.02,6.29,27841402.0,17991010.0,0.0,False,False,True,0.03999999999999915,,
300283.SZ,2025-10-29,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-30,2025-10-30 14:30:00,7.47,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-30,2025-10-30 14:30:00,7.47,7.49,7.7,7.9,7.7,8.58,83009381.0,50983709.0,2.1500000000000012,False,False,False,0.20999999999999996,,
300415.SZ,2025-10-29,gaps up,skipped,pullback_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,25.48,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,25.48,24.27,25.6,26.14,25.38,26.88,38057169.0,15453772.0,1.2222222222222243,False,False,True,1.1099999999999994,,
300573.SZ,2025-10-29,gaps up,skipped,volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,83.79,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,83.79,78.09,80.3,82.01,79.0,83.5,28420507.0,21358365.0,0.0,False,False,True,0.9099999999999966,,
600011.SH,2025-10-29,gaps up,skipped,reversal_rule,2025-10-30,2025-10-30 14:30:00,8.37,,,,,,,,,,,,,,False,reversal_rule,2025-10-30,2025-10-30 14:30:00,8.37,7.78,8.04,8.26,7.96,8.34,186518891.0,118090624.0,0.0,False,False,True,0.17999999999999972,,
600572.SH,2025-10-29,gaps up,skipped,reversal_rule,2025-10-30,2025-10-30 14:30:00,4.58,,,,,,,,,,,,,,False,reversal_rule,2025-10-30,2025-10-30 14:30:00,4.58,4.48,4.53,4.56,4.53,4.63,68038197.0,44131565.0,0.0,False,False,True,0.04999999999999982,,
601318.SH,2025-10-29,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,58.68,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,58.68,58.23,58.6,58.95,58.49,59.7,91783108.0,66011463.0,0.7714285714285772,False,False,True,0.2600000000000051,,
603739.SH,2025-10-29,gaps up,skipped,volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,15.32,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,15.32,14.2,14.89,15.51,14.61,15.51,9599720.0,21198760.0,0.30645161290322537,False,False,True,0.41000000000000014,,
002314.SZ,2025-10-30,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,3.13,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,3.13,2.91,3.18,3.19,3.18,3.19,50873538.0,153503293.0,6.000000000000133,False,False,True,0.27,,
301279.SZ,2025-10-30,gaps up,skipped,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,26.34,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,26.34,23.58,23.9,24.58,23.9,25.81,7086016.0,8984043.0,0.0,False,False,True,0.3200000000000003,,
600295.SH,2025-10-30,gaps up,skipped,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,11.11,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,11.11,10.39,10.6,11.36,10.6,11.36,22781548.0,25435420.0,0.3289473684210527,False,False,True,0.20999999999999908,,
600300.SH,2025-10-30,gaps up,skipped,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,3.58,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,3.58,3.38,3.45,3.47,3.45,3.57,105542854.0,111329289.0,0.0,False,False,True,0.07000000000000028,,
600507.SH,2025-10-30,gaps up,skipped,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,6.0,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,6.0,5.55,5.8,5.9,5.8,6.09,91058621.0,65536257.0,0.0,False,False,True,0.25,,
600575.SH,2025-10-30,gaps up,skipped,reversal_rule,2025-10-31,2025-10-31 14:30:00,3.73,,,,,,,,,,,,,,False,reversal_rule,2025-10-31,2025-10-31 14:30:00,3.73,3.54,3.59,3.76,3.59,3.88,235831757.0,119466329.0,0.17647058823529305,False,False,True,0.04999999999999982,,
600989.SH,2025-10-30,gaps up,skipped,reversal_rule,2025-10-31,2025-10-31 14:30:00,18.54,,,,,,,,,,,,,,False,reversal_rule,2025-10-31,2025-10-31 14:30:00,18.54,18.22,18.26,18.66,18.24,18.94,63777296.0,37880491.0,0.30000000000000354,False,False,True,0.019999999999999574,,
601808.SH,2025-10-30,gaps up,skipped,pullback_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,14.38,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,14.38,13.99,14.28,14.58,14.15,14.72,45270208.0,19313112.0,0.6666666666666627,False,False,True,0.16000000000000014,,
603997.SH,2025-10-30,gaps up,skipped,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,13.94,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,13.94,12.97,13.13,13.48,13.01,13.82,32978865.0,35480321.0,0.0,False,False,True,0.03999999999999915,,
605305.SH,2025-10-30,gaps up,skipped,volume_rule,2025-10-31,2025-10-31 14:30:00,45.53,,,,,,,,,,,,,,False,volume_rule,2025-10-31,2025-10-31 14:30:00,45.53,40.56,43.72,44.25,42.91,44.25,13574381.0,21866801.0,0.0,False,True,True,2.3499999999999943,,
002489.SZ,2025-10-31,gaps up,traded,completed,2025-11-03,2025-11-03 14:30:00,3.93,3.7335,0.19650000000000034,2025-11-18,2025-11-18 09:30:00,4.05,two_close_below_ma5,12.0,0.11999999999999966,0.03053435114503808,0.6106870229007606,1.3231552162849862,-0.25445292620865234,3.93,True,eligible,2025-11-03,2025-11-03 14:30:00,3.93,3.71,3.78,3.86,3.74,3.92,95756137.0,61265208.0,0.0,True,False,True,0.03000000000000025,3.7335,0.19650000000000034
600166.SH,2025-10-31,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-11-03,2025-11-03 14:30:00,2.92,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-11-03,2025-11-03 14:30:00,2.92,2.89,2.95,3.0,2.94,3.13,354789480.0,238060252.0,1.6000000000000072,False,False,False,0.04999999999999982,,
600329.SH,2025-10-31,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-11-03,2025-11-03 14:30:00,43.46,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-11-03,2025-11-03 14:30:00,43.46,42.35,43.71,45.13,43.71,46.39,22885972.0,13440243.0,1.1760563380281688,False,False,False,1.3599999999999994,,
603190.SH,2025-10-31,gaps up,skipped,volume_rule;reversal_rule,2025-11-03,2025-11-03 14:30:00,25.51,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-03,2025-11-03 14:30:00,25.51,23.3,24.3,25.23,24.3,25.23,14162018.0,14580410.0,0.0,False,False,True,1.0,,
003008.SZ,2025-11-03,gaps up,skipped,volume_rule;reversal_rule,2025-11-04,2025-11-04 14:30:00,22.75,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-04,2025-11-04 14:30:00,22.75,22.33,22.7,22.64,22.51,22.83,2729258.0,2222947.0,0.0,False,False,True,0.18000000000000327,,
600444.SH,2025-11-03,gaps up,skipped,volume_rule;reversal_rule,2025-11-04,2025-11-04 14:30:00,20.44,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-04,2025-11-04 14:30:00,20.44,18.35,19.3,20.09,19.1,20.09,11551506.0,33128406.0,0.0,False,False,True,0.75,,
605155.SH,2025-11-03,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-11-04,2025-11-04 14:30:00,16.83,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-11-04,2025-11-04 14:30:00,16.83,17.05,17.58,18.7,17.58,18.74,25551589.0,15980900.0,1.6696428571428565,False,False,False,0.5299999999999976,,
300402.SZ,2025-11-04,gaps up,skipped,volume_rule;reversal_rule,2025-11-05,2025-11-05 14:30:00,26.53,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-05,2025-11-05 14:30:00,26.53,21.85,23.66,26.22,23.66,26.22,54859464.0,65018843.0,0.0,False,False,True,1.8099999999999987,,
000338.SZ,2025-11-06,gaps up,skipped,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,18.18,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,18.18,16.46,17.9,18.03,17.6,18.03,164960717.0,511720655.0,0.0,False,False,True,1.1400000000000006,,
000809.SZ,2025-11-06,gaps up,skipped,reversal_rule;gap_fill_rule,2025-11-07,2025-11-07 14:30:00,3.85,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-11-07,2025-11-07 14:30:00,3.85,3.73,4.1,3.87,3.81,4.1,215125862.0,142668400.0,0.06896551724137946,False,False,False,0.08000000000000007,,
001286.SZ,2025-11-06,gaps up,skipped,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,10.2,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,10.2,10.03,10.04,10.1,10.04,10.2,20732411.0,20397745.0,0.0,False,False,True,0.009999999999999787,,
300775.SZ,2025-11-06,gaps up,skipped,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,32.46,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,32.46,25.63,30.0,30.59,29.41,30.59,71866293.0,127313588.0,0.0,False,False,True,3.780000000000001,,
600089.SH,2025-11-06,gaps up,skipped,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,26.29,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-07,2025-11-07 14:30:00,26.29,24.11,25.68,25.44,24.86,26.52,753696751.0,636497207.0,0.0,False,False,True,0.75,,
002170.SZ,2025-11-07,gaps up,skipped,pullback_rule,2025-11-10,2025-11-10 14:30:00,13.1,,,,,,,,,,,,,,False,pullback_rule,2025-11-10,2025-11-10 14:30:00,13.1,12.42,13.0,13.56,12.73,13.66,239302265.0,152013856.0,0.8214285714285722,True,False,True,0.3100000000000005,,
000830.SZ,2025-11-10,gaps up,skipped,volume_rule,2025-11-11,2025-11-11 14:30:00,16.38,,,,,,,,,,,,,,False,volume_rule,2025-11-11,2025-11-11 14:30:00,16.38,14.27,15.43,15.53,15.3,15.53,77287354.0,100978096.0,0.0,False,True,True,1.0300000000000011,,
001209.SZ,2025-11-10,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-11-11,2025-11-11 14:30:00,26.81,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-11-11,2025-11-11 14:30:00,26.81,26.36,27.63,29.0,27.63,29.0,14339978.0,26775652.0,1.5985401459854012,False,False,False,1.2699999999999996,,
002091.SZ,2025-11-10,gaps up,skipped,volume_rule;gap_fill_rule,2025-11-11,2025-11-11 14:30:00,10.44,,,,,,,,,,,,,,False,volume_rule;gap_fill_rule,2025-11-11,2025-11-11 14:30:00,10.44,10.22,10.79,10.32,10.28,10.87,174779771.0,135308413.0,0.0,True,False,False,0.05999999999999872,,
603663.SH,2025-11-10,gaps up,skipped,volume_rule,2025-11-11,2025-11-11 14:30:00,37.48,,,,,,,,,,,,,,False,volume_rule,2025-11-11,2025-11-11 14:30:00,37.48,31.96,33.9,34.07,32.8,34.68,48738159.0,44175157.0,0.0,True,True,True,0.8399999999999963,,
301305.SZ,2025-11-12,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-11-13,2025-11-13 14:30:00,25.07,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-11-13,2025-11-13 14:30:00,25.07,22.88,23.3,26.06,23.3,27.11,30609218.0,24412037.0,0.35869565217391275,False,False,True,0.4200000000000017,,
600113.SH,2025-11-12,gaps up,skipped,volume_rule,2025-11-13,2025-11-13 14:30:00,59.76,,,,,,,,,,,,,,False,volume_rule,2025-11-13,2025-11-13 14:30:00,59.76,53.27,58.0,58.6,55.0,58.6,11578515.0,25674759.0,0.0,False,True,True,1.7299999999999969,,
300350.SZ,2025-11-13,gaps up,skipped,reversal_rule,2025-11-14,2025-11-14 14:30:00,6.8,,,,,,,,,,,,,,False,reversal_rule,2025-11-14,2025-11-14 14:30:00,6.8,6.65,6.7,6.84,6.7,6.95,61322856.0,31465357.0,0.28571428571428664,False,False,True,0.04999999999999982,,
001217.SZ,2025-11-25,gaps up,skipped,pullback_rule;volume_rule,2025-11-26,2025-11-26 14:30:00,13.98,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-11-26,2025-11-26 14:30:00,13.98,13.69,13.93,14.28,13.86,14.45,9928800.0,7193500.0,0.857142857142855,True,False,True,0.16999999999999993,,
